repeticao,ordem,versao,topologia,cache,ciclos,tsc_hz,pacotes,ns_por_pacote
9,19,26.07,simetrico,256,22221452,4391800000,2000000,2.5299
9,20,25.11,assimetrico,64,41344336,4391800000,2000000,4.7070
9,20,26.07,assimetrico,64,45668128,4391800000,2000000,5.1992
10,1,25.11,simetrico,128,20632568,4391800000,2000000,2.3490
10,1,26.07,simetrico,128,22200376,4391800000,2000000,2.5275
10,2,25.11,simetrico,256,20674412,4391800000,2000000,2.3538
10,2,26.07,simetrico,256,22250140,4391800000,2000000,2.5331
10,3,25.11,simetrico,0,23422256,4391800000,2000000,2.6666
10,3,26.07,simetrico,0,24411904,4391800000,2000000,2.7793
10,4,25.11,assimetrico,0,48959460,4391800000,2000000,5.5740
10,4,26.07,assimetrico,0,46210384,4391800000,2000000,5.2610
10,5,25.11,simetrico,48,20681628,4391800000,2000000,2.3546
10,5,26.07,simetrico,48,22195580,4391800000,2000000,2.5269
10,6,25.11,assimetrico,64,41144576,4391800000,2000000,4.6842
10,6,26.07,assimetrico,64,45551484,4391800000,2000000,5.1860
10,7,25.11,assimetrico,96,36445948,4391800000,2000000,4.1493
10,7,26.07,assimetrico,96,46217336,4391800000,2000000,5.2618
10,8,25.11,simetrico,16,26175160,4391800000,2000000,2.9800
10,8,26.07,simetrico,16,24750176,4391800000,2000000,2.8178
10,9,25.11,simetrico,64,20622756,4391800000,2000000,2.3479
10,9,26.07,simetrico,64,22192984,4391800000,2000000,2.5266
10,10,25.11,assimetrico,48,41755428,4391800000,2000000,4.7538
10,10,26.07,assimetrico,48,42920548,4391800000,2000000,4.8864
10,11,25.11,simetrico,512,20609072,4391800000,2000000,2.3463
10,11,26.07,simetrico,512,22216876,4391800000,2000000,2.5294
10,12,25.11,simetrico,24,20724176,4391800000,2000000,2.3594
10,12,26.07,simetrico,24,24729408,4391800000,2000000,2.8154
10,13,25.11,assimetrico,512,34983828,4391800000,2000000,3.9829
10,13,26.07,assimetrico,512,34681768,4391800000,2000000,3.9485
10,14,25.11,simetrico,32,20703716,4391800000,2000000,2.3571
10,14,26.07,simetrico,32,22167156,4391800000,2000000,2.5237
10,15,25.11,assimetrico,32,43675148,4391800000,2000000,4.9724
10,15,26.07,assimetrico,32,43482428,4391800000,2000000,4.9504
10,16,25.11,assimetrico,256,35483756,4391800000,2000000,4.0398
10,16,26.07,assimetrico,256,36309020,4391800000,2000000,4.1337
10,17,25.11,assimetrico,16,47265372,4391800000,2000000,5.3811
10,17,26.07,assimetrico,16,47627888,4391800000,2000000,5.4224
10,18,25.11,assimetrico,128,36814052,4391800000,2000000,4.1912
10,18,26.07,assimetrico,128,40907416,4391800000,2000000,4.6572
10,19,25.11,simetrico,96,20632920,4391800000,2000000,2.3490
10,19,26.07,simetrico,96,22212696,4391800000,2000000,2.5289
10,20,25.11,assimetrico,24,48868204,4391800000,2000000,5.5636
10,20,26.07,assimetrico,24,47071508,4391800000,2000000,5.3590
11,1,25.11,assimetrico,96,37013636,4391800000,2000000,4.2139
11,1,26.07,assimetrico,96,46818508,4391800000,2000000,5.3302
11,2,25.11,simetrico,256,20588656,4391800000,2000000,2.3440
11,2,26.07,simetrico,256,22211508,4391800000,2000000,2.5287
11,3,25.11,assimetrico,32,43662344,4391800000,2000000,4.9709
11,3,26.07,assimetrico,32,43642544,4391800000,2000000,4.9686
11,4,25.11,simetrico,64,20586852,4391800000,2000000,2.3438
11,4,26.07,simetrico,64,22223564,4391800000,2000000,2.5301
11,5,25.11,assimetrico,256,36393676,4391800000,2000000,4.1434
11,5,26.07,assimetrico,256,36209712,4391800000,2000000,4.1224
11,6,25.11,assimetrico,24,48627040,4391800000,2000000,5.5361
